Hit List: Data Accesses External / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program

	  9	          8,609	        8,609	     0.11	   0.11	DB: Open USOBX_C	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	 10	          5,830	        5,830	     0.07	   0.07	DB: Exec VBMOD	SAPMM07M	SAPMM07M
	  1	          5,754	        5,754	     0.07	   0.07	DB: Open /SAPAPO/MARM	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	          5,730	        5,730	     0.07	   0.07	DB: Fetch MARDHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          5,567	        5,567	     0.07	   0.07	DB: Open /SAPAPO/MARM	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  9	          5,443	        5,443	     0.07	   0.07	DB: Open TRNSPACEL	/SYCLO/CL_CORE_WD_TOOLS=======CP	/SYCLO/CL_CORE_WD_TOOLS=======CP
	  1	          4,667	        4,667	     0.06	   0.06	DB: Fetch MCHBHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  5	          4,599	        4,599	     0.06	   0.06	DB: Open UST12	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	  9	          4,374	        4,374	     0.06	   0.06	DB: Open TCVPROF	SAPLPC32	SAPLPC32
	  2	          4,158	        4,158	     0.05	   0.05	DB: Open /SAPAPO/MATKEY	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  6	          4,146	        4,146	     0.05	   0.05	DB: Open USOBX_C	ZCL_MIGO_BADI_HT_MODIFY=======CP	ZCL_MIGO_BADI_HT_MODIFY=======CP
	  9	          3,973	        3,973	     0.05	   0.05	DB: Open TCVPROFT	SAPLPC32	SAPLPC32
	  8	          3,702	        3,702	     0.05	   0.05	DB: Exec VBMOD	/OTAS/SAPLFC_KFAKTOR2	/OTAS/SAPLFC_KFAKTOR2
	  2	          3,659	        3,659	     0.05	   0.05	DB: Prepare INOB	SAPLCLFC	SAPLCLFC
	  5	          3,582	        3,582	     0.05	   0.05	DB: Fetch V_MBEW_MD	/SCWM/CL_ERP_PI_S4============CP	/SCWM/CL_ERP_PI_S4============CP
	  5	          3,572	        3,572	     0.05	   0.05	DB: Open V_MBEW_MD	/SCWM/CL_ERP_PI_S4============CP	/SCWM/CL_ERP_PI_S4============CP
	  1	          3,465	        3,465	     0.04	   0.04	DB: Fetch SABP_BEHV_HDLR_V	CL_ABAP_BEHV_EJOB=============CP	CL_ABAP_BEHV_EJOB=============CP
	  1	          3,459	        3,459	     0.04	   0.04	DB: Open VBHDR	SAPLFBUP	SAPLFBUP
	  3	          3,394	        3,394	     0.04	   0.04	DB: Open /SAPAPO/MATGROUP	/SCWM/CL_AF_MATERIAL_BASE_S4==CP	/SCWM/CL_AF_MATERIAL_BASE_S4==CP
	  6	          3,292	        3,292	     0.04	   0.04	DB: Fetch RFCCBWHITELIST	CL_DEST_RFC===================CP	CL_DEST_RFC===================CP
	  3	          3,120	        3,120	     0.04	   0.04	DB: Open DD01L	RADBTDDF	RADBTDDF
	  3	          2,831	        2,831	     0.04	   0.04	DB: Open DD02T	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  2	          2,811	        2,811	     0.04	   0.04	DB: Prepare MCH1	SAPLV01P	SAPLV01P
	  2	          2,804	        2,804	     0.04	   0.04	DB: Prepare DYNABAPHDR	SAPLSBAL_DISPLAY_BASE	SAPLSBAL_DISPLAY_BASE
	  3	          2,786	        2,786	     0.04	   0.04	DB: Open DD01T	RADBTDDF	RADBTDDF
	  9	          2,750	        2,750	     0.03	   0.03	DB: Fetch USOBX_C	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          2,670	        2,670	     0.03	   0.03	DB: Prepare CKMLKEV	SAPLMLCCS_CUSTOMIZING	SAPLMLCCS_CUSTOMIZING
	  1	          2,653	        2,653	     0.03	   0.03	DB: Prepare /SCWM/THARSERPRO	/SCWM/CL_SERIAL_BAS_S4========CP	/SCWM/CL_SERIAL_BAS_S4========CP
	  5	          2,639	        2,639	     0.03	   0.03	DB: Fetch UST12	ZCL_DEFAULT_HT_GOODSMVT_CREATECP	ZCL_DEFAULT_HT_GOODSMVT_CREATECP
	  4	          2,579	        2,579	     0.03	   0.03	DB: Open MARA	SAPLV01Z	SAPLV01Z
	  1	          2,527	        2,527	     0.03	   0.03	DB: Prepare ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  2	          2,523	        2,523	     0.03	   0.03	DB: Fetch ACDOCA_M_EXTRACT	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  4	          2,506	        2,506	     0.03	   0.03	DB: Fetch /SYCLO/MDW00	/SMFND/CL_CORE_EXOBJ_TOOLS====CP	/SMFND/CL_CORE_EXOBJ_TOOLS====CP
	  4	          2,496	        2,496	     0.03	   0.03	DB: Open FCLMGLACCOUNTBAMACCOUNT	CL_FQM_ACCOUNT_GENERATE=======CP	CL_FQM_ACCOUNT_GENERATE=======CP
	  1	          2,476	        2,476	     0.03	   0.03	DB: Prepare USOBX_C	/SCWM/R_INITIALSTOCKUPLOAD	/SCWM/R_INITIALSTOCKUPLOAD
	  2	          2,461	        2,461	     0.03	   0.03	DB: Prepare INOB	SAPLCLFC	SAPLCLFC
	  1	          2,437	        2,437	     0.03	   0.03	DB: Prepare /SCWM/HUHDR	/SCWM/CL_HUID_SERVICE=========CP	/SCWM/CL_HUID_SERVICE=========CP
	  2	          2,417	        2,417	     0.03	   0.03	DB: Prepare CKMLCR	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  2	          2,409	        2,409	     0.03	   0.03	DB: Exec VBMOD	/SYCLO/CL_CORE_EXCH_SERV======CP	/SYCLO/CL_CORE_EXCH_SERV======CP
	  2	          2,396	        2,396	     0.03	   0.03	DB: Prepare INOB	SAPLCLFC	SAPLCLFC
	  3	          2,374	        2,374	     0.03	   0.03	DB: Open REPOLOAD	/SCWM/SAPLHUFUNC_BASIC	/SCWM/SAPLHUFUNC_BASIC
	  3	          2,335	        2,335	     0.03	   0.03	DB: Open FTG_HEADER	CL_FTG========================CP	CL_FTG========================CP
	  4	          2,324	        2,324	     0.03	   0.03	DB: Open OIB_DEF_INDEX_GM	SAPLOIB_QCI	SAPLOIB_QCI
	  4	          2,281	        2,281	     0.03	   0.03	DB: Open USOBX_C	SAPLCTMS	SAPLCTMS
	  4	          2,246	        2,246	     0.03	   0.03	DB: Exec VBMOD	/SCWM/SAPLGMVT	/SCWM/SAPLGMVT
	  3	          2,199	        2,199	     0.03	   0.03	DB: Open RFCDES	CL_DEST_ROOT==================CP	CL_DEST_ROOT==================CP
	  6	          2,137	        2,137	     0.03	   0.03	DB: Open USOBX_C	ZCL_OIL_MATERIAL_PROCESS======CP	ZCL_OIL_MATERIAL_PROCESS======CP
	  3	          2,065	        2,065	     0.03	   0.03	DB: Open USOBX_C	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          2,053	        2,053	     0.03	   0.03	DB: Open DD02L	RADBTDDF	RADBTDDF
	  3	          2,020	        2,020	     0.03	   0.03	DB: Open /SYCLO/YCA002	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  1	          2,003	        2,003	     0.03	   0.03	DB: Open /SAPAPO/MATKEY	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  2	          2,003	        2,003	     0.03	   0.03	DB: Exec DYNABAPHDR	SAPLSBAL_DISPLAY_BASE	SAPLSBAL_DISPLAY_BASE
	  3	          1,947	        1,947	     0.02	   0.02	DB: Open RFCATTRIB	CL_DEST_ROOT==================CP	CL_DEST_ROOT==================CP
	  1	          1,947	        1,947	     0.02	   0.02	DB: Prepare NRIV	SAPLSNR3	SAPLSNR3
	  2	          1,943	        1,943	     0.02	   0.02	DB: Open MARCO1	SAPLOIB_MM	SAPLOIB_MM
	  1	          1,930	        1,930	     0.02	   0.02	DB: Prepare ISEGO1	SAPLOIB_MM	SAPLOIB_MM
	  4	          1,912	        1,912	     0.02	   0.02	DB: Exec VBMOD	CL_FCLM_FB2_TOOLS=============CP	CL_FCLM_FB2_TOOLS=============CP
	  3	          1,911	        1,911	     0.02	   0.02	DB: Open KLAT	SAPLCLSE	SAPLCLSE
	  3	          1,908	        1,908	     0.02	   0.02	DB: Open MCH1	SAPLV01P	SAPLV01P
	  1	          1,901	        1,901	     0.02	   0.02	DB: Prepare /SAPAPO/MATKEY	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	          1,892	        1,892	     0.02	   0.02	DB: Prepare NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  1	          1,890	        1,890	     0.02	   0.02	DB: Prepare MARA	SAPLMG21	SAPLMG21
	  1	          1,876	        1,876	     0.02	   0.02	DB: Exec BALHDR	SAPLSBAL_DB_INTERNAL	SAPLSBAL_DB_INTERNAL
	  1	          1,812	        1,812	     0.02	   0.02	DB: Prepare /SCWM/SERH2	/SCWM/CL_SERIAL_DB============CP	/SCWM/CL_SERIAL_DB============CP
	  1	          1,810	        1,810	     0.02	   0.02	DB: Fetch MARDO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  3	          1,803	        1,803	     0.02	   0.02	DB: Open RFCDOC	CL_DEST_ROOT==================CP	CL_DEST_ROOT==================CP
	  1	          1,796	        1,796	     0.02	   0.02	DB: Prepare V_MARC_MD	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  3	          1,762	        1,762	     0.02	   0.02	DB: Open RFCDESSECU	CL_DEST_RFC===================CP	CL_DEST_RFC===================CP
	  1	          1,748	        1,748	     0.02	   0.02	DB: Prepare D1GEN	SAPLSBAL_DISPLAY_BASE	SAPLSBAL_DISPLAY_BASE
	  2	          1,746	        1,746	     0.02	   0.02	DB: Fetch YI_PLANT_NODETYPE_RESTRICTION	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  3	          1,721	        1,721	     0.02	   0.02	DB: Open INOB	SAPLCLFC	SAPLCLFC
	  1	          1,718	        1,718	     0.02	   0.02	DB: Fetch T001	CL_FIN_CFIN_CPAY_PAYT_CARD====CP	CL_FIN_CFIN_CPAY_PAYT_CARD====CP
	  2	          1,709	        1,709	     0.02	   0.02	DB: Open /SYCLO/CA002T	/SYCLO/CB_CORE_PERS_CA002T====CP	/SYCLO/CB_CORE_PERS_CA002T====CP
	  1	          1,697	        1,697	     0.02	   0.02	DB: Prepare /SCWM/HUHDR	/SCWM/SAPLHUSELECT	/SCWM/SAPLHUSELECT
	  1	          1,695	        1,695	     0.02	   0.02	DB: Prepare MBEW	SAPLMCB1	SAPLMCB1
	  4	          1,691	        1,691	     0.02	   0.02	DB: Exec VBMOD	SAPLVBWP	SAPLVBWP
	  2	          1,688	        1,688	     0.02	   0.02	DB: Exec /MERP/EWM_HU_EX	/SYCLO/SAPLUPD_CORE	/SYCLO/SAPLUPD_CORE
	  2	          1,684	        1,684	     0.02	   0.02	DB: Fetch YI_ZERO_PRICE_MAINT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	          1,654	        1,654	     0.02	   0.02	DB: Prepare MEAN	SAPLMG37	SAPLMG37
	  1	          1,650	        1,650	     0.02	   0.02	DB: Prepare CABN	SAPLCLSE	SAPLCLSE
	  1	          1,638	        1,638	     0.02	   0.02	DB: Prepare CABN	SAPLCLSE	SAPLCLSE
	  3	          1,608	        1,608	     0.02	   0.02	DB: Open INOB	SAPLCLFC	SAPLCLFC
	  1	          1,601	        1,601	     0.02	   0.02	DB: Prepare CKMLPRKEPH	SAPLMLCCS_DBACCESS	SAPLMLCCS_DBACCESS
	  2	          1,601	        1,601	     0.02	   0.02	DB: Open NSDM_V_MCHB_DIFF	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  2	          1,600	        1,600	     0.02	   0.02	DB: Fetch ISEGO1	SAPLOIB_MM	SAPLOIB_MM
	  1	          1,600	        1,600	     0.02	   0.02	DB: Prepare FLQACC_INFO_APP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP
	  1	          1,598	        1,598	     0.02	   0.02	DB: Open DD04L	RADBTDDF	RADBTDDF
	  1	          1,597	        1,597	     0.02	   0.02	DB: Prepare FQMC_ACTIVATION	CL_FCLM_FB2_TOOLS=============CP	CL_FCLM_FB2_TOOLS=============CP
	  1	          1,592	        1,592	     0.02	   0.02	DB: Prepare IPRDSUPPLYPLAN	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	          1,583	        1,583	     0.02	   0.02	DB: Prepare /MERP/EWM_HU_EX	/SYCLO/CL_CORE_EX_HANDLER_BASECP	/SYCLO/CL_CORE_EX_HANDLER_BASECP
	  2	          1,581	        1,581	     0.02	   0.02	DB: Fetch /SMFND/C_DFA01	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP	/SMFND/CL_SDF_BOM_DFAGENT_CFG=CP
	  1	          1,572	        1,572	     0.02	   0.02	DB: Exec BALDAT	SAPLSBAL_DB_INTERNAL	SAPLSBAL_DB_INTERNAL
	  1	          1,572	        1,572	     0.02	   0.02	DB: Prepare EVTB_PRODUCER	CL_RAP_EVENT_BINDING==========CP	CL_RAP_EVENT_BINDING==========CP
	  1	          1,567	        1,567	     0.02	   0.02	DB: Prepare USOBX_C	SAPLCTMS	SAPLCTMS
	  1	          1,561	        1,561	     0.02	   0.02	DB: Open CKMLPP	CL_FML_SHORTLOCK_UTIL=========CP	CL_FML_SHORTLOCK_UTIL=========CP
	  1	          1,554	        1,554	     0.02	   0.02	DB: Prepare ARFCSSTATE	SAPLARFC	SAPLARFC
	  1	          1,552	        1,552	     0.02	   0.02	DB: Prepare /SCDL/DB_PROCH_I	/MERP/CL_EWM_DLV_EX_HNDLR=====CP	/MERP/CL_EWM_DLV_EX_HNDLR=====CP
	  1	          1,552	        1,552	     0.02	   0.02	DB: Prepare CAWN	SAPLCLSE	SAPLCLSE
	  1	          1,549	        1,549	     0.02	   0.02	DB: Open MBEW	SAPLMCB1	SAPLMCB1
	  1	          1,546	        1,546	     0.02	   0.02	DB: Prepare IMAINTPLNGBKT	CL_EAM_PROCMTMLST_INTEGRATION=CP	CL_EAM_PROCMTMLST_INTEGRATION=CP
	  1	          1,542	        1,542	     0.02	   0.02	DB: Prepare KSML	SAPLCLSE	SAPLCLSE
	  2	          1,540	        1,540	     0.02	   0.02	DB: Open IPRODUCT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	          1,537	        1,537	     0.02	   0.02	DB: Fetch MCHBO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          1,535	        1,535	     0.02	   0.02	DB: Prepare IPRODUCT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	          1,534	        1,534	     0.02	   0.02	DB: Prepare MSTB	SAPLMATL	SAPLMATL
	  1	          1,527	        1,527	     0.02	   0.02	DB: Open REPOSRC	SAPLSBAL_DISPLAY_BASE	SAPLSBAL_DISPLAY_BASE
	  1	          1,523	        1,523	     0.02	   0.02	DB: Prepare /SAPAPO/MARM	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  3	          1,520	        1,520	     0.02	   0.02	DB: Open INOB	SAPLCLFC	SAPLCLFC
	  1	          1,520	        1,520	     0.02	   0.02	DB: Prepare MCHBO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          1,520	        1,520	     0.02	   0.02	DB: Prepare /SAPAPO/MATPACK	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	          1,513	        1,513	     0.02	   0.02	DB: Prepare CAWNT	SAPLCLSE	SAPLCLSE
	  1	          1,513	        1,513	     0.02	   0.02	DB: Prepare KSSK	SAPLCLSE	SAPLCLSE
	  1	          1,511	        1,511	     0.02	   0.02	DB: Prepare SABP_BEHV_HDLR_V	CL_ABAP_BEHV_EJOB=============CP	CL_ABAP_BEHV_EJOB=============CP
	  1	          1,507	        1,507	     0.02	   0.02	DB: Prepare MCHBHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          1,505	        1,505	     0.02	   0.02	DB: Prepare /SAPSLL/MARITC	/SAPSLL/CL_MM_CLS_SERVICE=====CP	/SAPSLL/CL_MM_CLS_SERVICE=====CP
	  1	          1,503	        1,503	     0.02	   0.02	DB: Prepare ZI_CONSTANTPARAMETERSF	ZCL_ACC_DOC_CREATE_ACKNOW=====CP	ZCL_ACC_DOC_CREATE_ACKNOW=====CP
	  1	          1,502	        1,502	     0.02	   0.02	DB: Prepare IPRODUCT	ZCL_VALIDATE_MATDOC===========CP	ZCL_VALIDATE_MATDOC===========CP
	  1	          1,493	        1,493	     0.02	   0.02	DB: Prepare /SCMB/TOENTITY	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP	/SCMB/CL_SCE_ORG_MANAGEMENT_DBCP
	  2	          1,487	        1,487	     0.02	   0.02	DB: Fetch IPRODUCT	ZCL_VALIDATE_MATDOC===========CP	ZCL_VALIDATE_MATDOC===========CP
	  1	          1,482	        1,482	     0.02	   0.02	DB: Prepare /SYCLO/CA002F	/SYCLO/CB_CORE_PERS_CA002F====CP	/SYCLO/CB_CORE_PERS_CA002F====CP
	  1	          1,481	        1,481	     0.02	   0.02	DB: Prepare NRIV	SAPLSNR1	SAPLSNR1
	  1	          1,471	        1,471	     0.02	   0.02	DB: Prepare /SAPAPO/MATTXT	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	          1,470	        1,470	     0.02	   0.02	DB: Prepare MARA	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  1	          1,469	        1,469	     0.02	   0.02	DB: Prepare /SYCLO/CA002L	/SYCLO/CB_CORE_PERS_CA002L====CP	/SYCLO/CB_CORE_PERS_CA002L====CP
	  1	          1,469	        1,469	     0.02	   0.02	DB: Prepare V_MBEWH_MD	SAPLMG27	SAPLMG27
	  2	          1,465	        1,465	     0.02	   0.02	DB: Open CKMLCR	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	          1,464	        1,464	     0.02	   0.02	DB: Prepare IJVVALDINVGRP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          1,460	        1,460	     0.02	   0.02	DB: Prepare BUBAS_EVT_STORE	SAPLBUBAS_TOOLS	SAPLBUBAS_TOOLS
	  1	          1,459	        1,459	     0.02	   0.02	DB: Prepare NRIV	SAPLSNR3	SAPLSNR3
	  1	          1,459	        1,459	     0.02	   0.02	DB: Prepare V_MARC_MD	SAPMM07M	SAPMM07M
	  1	          1,456	        1,456	     0.02	   0.02	DB: Prepare /SAPAPO/MATLWH	/SAPAPO/SAPLMAT_MASTER	/SAPAPO/SAPLMAT_MASTER
	  1	          1,456	        1,456	     0.02	   0.02	DB: Prepare V_MCHB_MD_PER	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  1	          1,454	        1,454	     0.02	   0.02	DB: Prepare IPRDVALBASIC	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	          1,451	        1,451	     0.02	   0.02	DB: Open DD02T	RADBTDDF	RADBTDDF
	  1	          1,451	        1,451	     0.02	   0.02	DB: Prepare /SCWM/STOCK_IW02	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	          1,449	        1,449	     0.02	   0.02	DB: Prepare MCH1	CL_VB_BATCH_UTIL==============CP	CL_VB_BATCH_UTIL==============CP
	  1	          1,448	        1,448	     0.02	   0.02	DB: Prepare /SCWM/HUHDR	/MERP/SAPLEFI_UPD_WM	/MERP/SAPLEFI_UPD_WM
	  1	          1,445	        1,445	     0.02	   0.02	DB: Prepare MARDO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          1,445	        1,445	     0.02	   0.02	DB: Prepare MARM	SAPLMG25	SAPLMG25
	  1	          1,444	        1,444	     0.02	   0.02	DB: Prepare IPRODUCT	YCL_MB_MIGO_BADI_LOGIC========CP	YCL_MB_MIGO_BADI_LOGIC========CP
	  1	          1,443	        1,443	     0.02	   0.02	DB: Prepare FCLMGLACCOUNTBAMACCOUNT	CL_FQM_ACCOUNT_GENERATE=======CP	CL_FQM_ACCOUNT_GENERATE=======CP
	  1	          1,443	        1,443	     0.02	   0.02	DB: Prepare T811FLAGS	SAPLKAIS	SAPLKAIS
	  1	          1,440	        1,440	     0.02	   0.02	DB: Prepare ZI_CONSTANTPARAMETERSF	ZCL_MIGO_BADI_HT_MODIFY=======CP	ZCL_MIGO_BADI_HT_MODIFY=======CP
	  1	          1,440	        1,440	     0.02	   0.02	DB: Prepare MARA	/SCWM/CL_AF_MATERIAL_BASE_S4==CP	/SCWM/CL_AF_MATERIAL_BASE_S4==CP
	  1	          1,438	        1,438	     0.02	   0.02	DB: Open IUNITOFMEASURE	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          1,438	        1,438	     0.02	   0.02	DB: Prepare V_MBEW_MD	SAPLMG27	SAPLMG27
	  1	          1,435	        1,435	     0.02	   0.02	DB: Prepare T001	CL_FIN_CFIN_CPAY_PAYT_CARD====CP	CL_FIN_CFIN_CPAY_PAYT_CARD====CP
	  1	          1,433	        1,433	     0.02	   0.02	DB: Prepare TRFC_I_SDATA	CL_BGRFC_DB_HELPER============CP	CL_BGRFC_DB_HELPER============CP
	  1	          1,433	        1,433	     0.02	   0.02	DB: Prepare TCVPROF	SAPLPC32	SAPLPC32
	  1	          1,422	        1,422	     0.02	   0.02	DB: Prepare /SCWM/LAGP	/SCWM/SAPLBIN_FUNC	/SCWM/SAPLBIN_FUNC
	  1	          1,419	        1,419	     0.02	   0.02	DB: Open V_ML_ACDOC_EX_UL	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	          1,419	        1,419	     0.02	   0.02	DB: Fetch APOC_I_OBJTCNF_V	CL_APOC_OUTPUT_TYPE_CONFIG====CP	CL_APOC_OUTPUT_TYPE_CONFIG====CP
	  1	          1,417	        1,417	     0.02	   0.02	DB: Prepare ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP	ZCL_JVA_FI_DOC_VALIDATION_IMP=CP
	  1	          1,417	        1,417	     0.02	   0.02	DB: Prepare ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  1	          1,415	        1,415	     0.02	   0.02	DB: Prepare ZI_WRAP_SETLEAF	ZCL_JVA_LINE_ITEM_VALIDATE====CP	ZCL_JVA_LINE_ITEM_VALIDATE====CP
	  1	          1,415	        1,415	     0.02	   0.02	DB: Open USOBX_C	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	          1,408	        1,408	     0.02	   0.02	DB: Prepare ZI_CONSTANTPARAMETERSF	ZCL_EXP_INV_OPEN_BIN_BTE======CP	ZCL_EXP_INV_OPEN_BIN_BTE======CP
	  1	          1,407	        1,407	     0.02	   0.02	DB: Prepare V_MARC_MD	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  2	          1,402	        1,402	     0.02	   0.02	DB: Exec VBMOD	CL_MMIM_MB_DOC_RAISE_A2A======CP	CL_MMIM_MB_DOC_RAISE_A2A======CP
	  1	          1,400	        1,400	     0.02	   0.02	DB: Prepare CKMLMV001	SAPLCKMLMVBUFFER	SAPLCKMLMVBUFFER
	  1	          1,400	        1,400	     0.02	   0.02	DB: Prepare IPRODUCT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          1,395	        1,395	     0.02	   0.02	DB: Prepare INOB	SAPLV01P	SAPLV01P
	  1	          1,393	        1,393	     0.02	   0.02	DB: Prepare V_MARD_MD	CL_NSDM_SELECT_MARD===========CP	CL_NSDM_SELECT_MARD===========CP
	  2	          1,393	        1,393	     0.02	   0.02	DB: Exec VBMOD	SAPLFACI	SAPLFACI
	  1	          1,392	        1,392	     0.02	   0.02	DB: Prepare /MERP/EWM_HU_EX	/SYCLO/SAPLUPD_CORE	/SYCLO/SAPLUPD_CORE
	  1	          1,391	        1,391	     0.02	   0.02	DB: Prepare CABNZ	SAPLCLSE	SAPLCLSE
	  2	          1,390	        1,390	     0.02	   0.02	DB: Exec VBMOD	CL_NSDM_STOCK=================CP	CL_NSDM_STOCK=================CP
	  1	          1,386	        1,386	     0.02	   0.02	DB: Prepare OIH30H	SAPFOIH3	SAPFOIH3
	  1	          1,384	        1,384	     0.02	   0.02	DB: Prepare SWFDEVTYP	CL_SWF_EVT_TYPE_LINKAGE=======CP	CL_SWF_EVT_TYPE_LINKAGE=======CP
	  1	          1,384	        1,384	     0.02	   0.02	DB: Prepare CABNT	SAPLCLSE	SAPLCLSE
	  1	          1,382	        1,382	     0.02	   0.02	DB: Prepare NSDM_V_MCHB_DIFF	CL_NSDM_SELECT_MCHB===========CP	CL_NSDM_SELECT_MCHB===========CP
	  2	          1,380	        1,380	     0.02	   0.02	DB: Open ZI_USR05	ZCL_MB_CHECK_LINE_LOGIC=======CP	ZCL_MB_CHECK_LINE_LOGIC=======CP
	  1	          1,380	        1,380	     0.02	   0.02	DB: Prepare NSDM_V_MARC_DIFF	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  1	          1,380	        1,380	     0.02	   0.02	DB: Prepare ISEGO2	SAPLOIB_MM	SAPLOIB_MM
	  1	          1,375	        1,375	     0.02	   0.02	DB: Prepare ARFCSDATA	SAPLARFC	SAPLARFC
	  1	          1,370	        1,370	     0.02	   0.02	DB: Prepare V_MBEW_MD	CL_MBV_SELECT_MBEW============CP	CL_MBV_SELECT_MBEW============CP
	  1	          1,370	        1,370	     0.02	   0.02	DB: Prepare FLOG_SUPLRITEM	CL_IM_FLOG_SRV_GR_BADI========CP	CL_IM_FLOG_SRV_GR_BADI========CP
	  1	          1,370	        1,370	     0.02	   0.02	DB: Prepare ZI_CONSTANTPARAMETERSF	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          1,370	        1,370	     0.02	   0.02	DB: Prepare USR02	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  1	          1,367	        1,367	     0.02	   0.02	DB: Exec Static	SAPLSNR3	SAPLSNR3
