Hit List: Data Accesses Internal / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_FCO_COGS_SPLIT_CONFIG======CP	CL_FCO_COGS_SPLIT_CONFIG======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_SP_PRD_INB===========CP	/SCDL/CL_SP_PRD_INB===========CP
	  1	              1	            0	    <0.01	      0	Close Cursor /QTYW/ISO91H	/QTYW/CL_QAPI_UTILITIES=======CP	/QTYW/CL_QAPI_UTILITIES=======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_AF_SERIAL_PROD_COMMONCP	/SCWM/CL_AF_SERIAL_PROD_COMMONCP
	  1	              1	            0	    <0.01	      0	Fetch /SYCLO/YCA000X	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	/SAPMP/CL_CMTSBV==============CP	/SAPMP/CL_CMTSBV==============CP
	  1	          3,433	            0	     0.04	      0	Abap Sql ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              0	            0	        0	      0	Import From Memory CL_FINS_TRR_CONTROL-FINS_TRR_READ_METHOD	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/SAPLGMVT	/SCWM/SAPLGMVT
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_EWM_GM_MAPIN=========CP	/SCWM/CL_EWM_GM_MAPIN=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              1	            0	    <0.01	      0	Fetch /SYCLO/YCA000	/SMFND/CL_CORE_EXOBJ_TOOLS====CP	/SMFND/CL_CORE_EXOBJ_TOOLS====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_TM_WATCH=============CP	/SCWM/CL_TM_WATCH=============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_FPM========================CP	CL_FPM========================CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLCKMH	SAPLCKMH
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLKEII	SAPLKEII
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	CL_ABAP_STACK_TEMPERATURE=====CP	CL_ABAP_STACK_TEMPERATURE=====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLMICK	SAPLMICK
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_EWM_GOODSMVT_SYNC====CP	/SCWM/CL_EWM_GOODSMVT_SYNC====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLKEA3	SAPLKEA3
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPFM07M	SAPFM07M
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_DLV_PRD2HUM==========CP	/SCWM/CL_DLV_PRD2HUM==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFINS_ACDOC_POST	SAPLFINS_ACDOC_POST
	  2	              1	            0	    <0.01	      0	Fetch V_LTDX	SAPLSKBS	SAPLSKBS
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_FINS_MESSAGE_HANDLER=======CP	CL_FINS_MESSAGE_HANDLER=======CP
	  2	              0	            0	        0	      0	Import From Shared Buffer %C020D81DD21251FE1A3A00A058B67C4A1 S	CL_GUI_PROPS_CONSUMER=========CP	CL_GUI_PROPS_CONSUMER=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              1	            0	    <0.01	      0	Fetch /SYCLO/CA000	/SMFND/CL_CORE_EXOBJ_TOOLS====CP	/SMFND/CL_CORE_EXOBJ_TOOLS====CP
	  1	          7,419	            0	     0.09	      0	Abap Sql /SAPAPO/MARM	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLJ3RF_RWIN	SAPLJ3RF_RWIN
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLSNR3	SAPLSNR3
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_FCO_COGS_SPLIT_LOG=========CP	CL_FCO_COGS_SPLIT_LOG=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFINS_TRR_RWIN	SAPLFINS_TRR_RWIN
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLCKMZ	SAPLCKMZ
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLCPE_FORMULA_ALL_OB	SAPLCPE_FORMULA_ALL_OB
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_GUI_ALV_GRID===============CP	CL_GUI_ALV_GRID===============CP
	  1	              0	            0	        0	      0	Import From Memory CL_FINS_TRR_CONTROL-CLOSING_NO_DIALOG	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLCKMT	SAPLCKMT
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLMATL	SAPLMATL
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_IM_MB_MES_INT_CHECK========CP	CL_IM_MB_MES_INT_CHECK========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLCKM3	SAPLCKM3
	  1	              0	            0	        0	      0	Import From Memory MKPF-XBLNR	SAPLMBWL	SAPLMBWL
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_GM_TW_UTILITY========CP	/SCWM/CL_GM_TW_UTILITY========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_QSETUP===============CP	/SCWM/CL_QSETUP===============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLMESC	SAPLMESC
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFARRIC_CUSTOM	SAPLFARRIC_CUSTOM
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_TM_PERF==============CP	/SCWM/CL_TM_PERF==============CP
	  3	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLSFES	SAPLSFES
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_BUSINESS_CONF_COMMON=CP	/SCWM/CL_BUSINESS_CONF_COMMON=CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_PARTNER==============CP	/SCDL/CL_PARTNER==============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_DM_MESSAGE_NO========CP	/SCDL/CL_DM_MESSAGE_NO========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_DYNP_RAL_API===============CP	CL_DYNP_RAL_API===============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_DLV_DB_READ_FD=======CP	/SCWM/CL_DLV_DB_READ_FD=======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPMM06E	SAPMM06E
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPL0K01	SAPL0K01
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLCPE_FORMDOC_OB	SAPLCPE_FORMDOC_OB
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_S4PPS_SWITCH_CHECK=========CP	CL_S4PPS_SWITCH_CHECK=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_SALV_GRU_VIEW_GRID=========CP	CL_SALV_GRU_VIEW_GRID=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLKKBL	SAPLKKBL
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CHECK_UTIL=======CP	CL_FINS_CUST_CHECK_UTIL=======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_SALV_GRZ_CONTROLLER========CP	CL_SALV_GRZ_CONTROLLER========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCMB/CL_DF_DOCFLOW2==========CP	/SCMB/CL_DF_DOCFLOW2==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_FINS_CUST_CHECK_UTIL=======CP	CL_FINS_CUST_CHECK_UTIL=======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_AF_PRODUCT_COMMON====CP	/SCWM/CL_AF_PRODUCT_COMMON====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPLSCUN	SAPLSCUN
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_DLV_DB_READ_PRD======CP	/SCWM/CL_DLV_DB_READ_PRD======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_SALV_GUI_GRID_CONTROLER_IDACP	CL_SALV_GUI_GRID_CONTROLER_IDACP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ISSR_ADMNC_COUNTRY_VAR_CC==CP	CL_ISSR_ADMNC_COUNTRY_VAR_CC==CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_FINS_TRR_UTIL==============CP	CL_FINS_TRR_UTIL==============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLV61A	SAPLV61A
	  1	              0	            0	        0	      0	Import From Memory CL_FINS_TRR_CONTROL-CALC_MISSING_TARGET_REV	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLV51S	SAPLV51S
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_DLV_DB_READ==========CP	/SCWM/CL_DLV_DB_READ==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_ADAPTER_QO===========CP	/SCDL/CL_ADAPTER_QO===========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLV69A	SAPLV69A
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLCKMV	SAPLCKMV
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_PRCODE===============CP	/SCDL/CL_PRCODE===============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_ADAPTER_STM==========CP	/SCDL/CL_ADAPTER_STM==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFAGL_BSEG	SAPLFAGL_BSEG
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_ADAPTER_DF===========CP	/SCDL/CL_ADAPTER_DF===========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/R_INITIALSTOCKUPLOAD	/SCWM/R_INITIALSTOCKUPLOAD
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLKO72	SAPLKO72
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLGLT0	SAPLGLT0
	  6	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_SALV_GUI_UI_FUNCTION_TOOLS=CP	CL_SALV_GUI_UI_FUNCTION_TOOLS=CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_TAX_RFD_SERV===============CP	CL_TAX_RFD_SERV===============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLRWCL	SAPLRWCL
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPLITSR	SAPLITSR
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_FINS_ACDOC_ADAPTER=========CP	CL_FINS_ACDOC_ADAPTER=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_FOT_TDT_CMN_UTIL===========CP	CL_FOT_TDT_CMN_UTIL===========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPLTAX4	SAPLTAX4
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_REFERENCE============CP	/SCDL/CL_REFERENCE============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_BUSINESS_CONF_S4=====CP	/SCWM/CL_BUSINESS_CONF_S4=====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_SADL_TRACE_FACTORY=========CP	CL_SADL_TRACE_FACTORY=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_AF_OUTPUT_MGMT_S4====CP	/SCWM/CL_AF_OUTPUT_MGMT_S4====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_DM_MESSAGE_EXTKEY====CP	/SCDL/CL_DM_MESSAGE_EXTKEY====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_OVS_CUSTOMIZING============CP	CL_OVS_CUSTOMIZING============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	/IDT/INFORMATION_DESK=========CP	/IDT/INFORMATION_DESK=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLGLCI	SAPLGLCI
	  2	         17,014	            0	     0.22	      0	Abap Sql FINSC_001A	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLEINS	SAPLEINS
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/SAPL0HUCUST	/SCWM/SAPL0HUCUST
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_ABAP_STACK_TEMPERATURE=====CP	CL_ABAP_STACK_TEMPERATURE=====CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_IM_DLV_SN_SP=========CP	/SCWM/CL_IM_DLV_SN_SP=========CP
	  3	              0	            0	        0	      0	Import From Memory exp_recon_ce	SAPLBPFC	SAPLBPFC
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFMGL_PERIOD_CHECK	SAPLFMGL_PERIOD_CHECK
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/SAPLHUFUNC_BASIC	/SCWM/SAPLHUFUNC_BASIC
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_SP_PRD===============CP	/SCDL/CL_SP_PRD===============CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPL0K01	SAPL0K01
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_EWM_GM_MAPIN=========CP	/SCWM/CL_EWM_GM_MAPIN=========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFCO_SD_STATISTIC_CONDITION	SAPLFCO_SD_STATISTIC_CONDITION
	  2	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  2	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPL0K01	SAPL0K01
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFAGL_ACCINT_EHP3	SAPLFAGL_ACCINT_EHP3
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPLFAGL_REPRESENTIV_LEDGER	SAPLFAGL_REPRESENTIV_LEDGER
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	SAPLFCO_COGS	SAPLFCO_COGS
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_SP_MESSAGE_BOX=======CP	/SCDL/CL_SP_MESSAGE_BOX=======CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE(Q)	SAPLGLT2	SAPLGLT2
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCDL/CL_DM_MESSAGE===========CP	/SCDL/CL_DM_MESSAGE===========CP
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/SAPLGMVT	/SCWM/SAPLGMVT
	  1	              0	            0	        0	      0	DB Buffer: Close TABL CLOSE	/SCWM/CL_DLV_PARALLEL_SRV=====CP	/SCWM/CL_DLV_PARALLEL_SRV=====CP
	  1	            225	            0	    <0.01	      0	Abap Sql T685A	CL_WB2_MB_REBATE_SETTLEMENT===CP	CL_WB2_MB_REBATE_SETTLEMENT===CP
	  1	            225	            0	    <0.01	      0	Abap Sql FINSC_LD_CMP	CL_FCO_LEDGER_CUST_INFO=======CP	CL_FCO_LEDGER_CUST_INFO=======CP
	  1	            221	            0	    <0.01	      0	Fetch TACE_ITEMTYPES	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	            210	            0	    <0.01	      0	Abap Sql /SYCLO/CA000G	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_BUSINESS_CONF_COMMON=CP	/SCWM/CL_BUSINESS_CONF_COMMON=CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_BUSINESS_CONF_S4=====CP	/SCWM/CL_BUSINESS_CONF_S4=====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_AF_SERIAL_PROD_COMMONCP	/SCWM/CL_AF_SERIAL_PROD_COMMONCP
	  1	            202	            0	    <0.01	      0	Fetch /SYCLO/CA000G	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              1	            0	    <0.01	      0	Close Cursor TSADCORR	SAPLSZA0	SAPLSZA0
	  1	              1	            0	    <0.01	      0	Close Cursor T156W	SAPLMBGB	SAPLMBGB
	  1	            193	            0	    <0.01	      0	Abap Sql TJ07	SAPLCRMBSVA	SAPLCRMBSVA
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SAPAPO/SAPLCONFR	/SAPAPO/SAPLCONFR
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_BATCH_INTERNAL===CP	/SCWM/CL_DLV_BATCH_INTERNAL===CP
	  2	            183	            0	    <0.01	      0	Fetch T030	CL_FINS_DOCUMENT_GL_ACCT_SERV=CP	CL_FINS_DOCUMENT_GL_ACCT_SERV=CP
	  1	              1	            0	    <0.01	      0	Close Cursor MDLV	SAPLMD06	SAPLMD06
	  1	            182	            0	    <0.01	      0	Abap Sql FINSC_CMP_VERSNC	CL_FINS_ACDOC_PCDSUM_UTIL=====CP	CL_FINS_ACDOC_PCDSUM_UTIL=====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_BATCH_APPL===========CP	/SCWM/CL_BATCH_APPL===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLV01D	SAPLV01D
	  1	            174	            0	    <0.01	      0	Fetch FINSC_CMP_VERSNC	CL_FINS_ACDOC_PCDSUM_UTIL=====CP	CL_FINS_ACDOC_PCDSUM_UTIL=====CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLV01D	SAPLV01D
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	SAPLV01D	SAPLV01D
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	SAPLV01D	SAPLV01D
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_VALUATION_SUPER======CP	/SCWM/CL_VALUATION_SUPER======CP
	  2	            172	            0	    <0.01	      0	Fetch FINSC_LD_CMP	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	            171	            0	    <0.01	      0	Abap Sql T001W	CL_FML_CUST_VALIDATIONS=======CP	CL_FML_CUST_VALIDATIONS=======CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/SAPLMATERIAL_READ	/SCWM/SAPLMATERIAL_READ
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_QLOT_S4==============CP	/SCWM/CL_QLOT_S4==============CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_MANAGEMENT=======CP	/SCWM/CL_DLV_MANAGEMENT=======CP
	  1	          1,423	            0	     0.02	      0	Abap Sql USR02	SAPLSUU1	SAPLSUU1
	  1	          1,305	            0	     0.02	      0	Abap Sql USR21	SAPLSUU1	SAPLSUU1
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_MANAGEMENT_PRD===CP	/SCWM/CL_DLV_MANAGEMENT_PRD===CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_DLV_MD_ACCESS========CP	/SCWM/CL_DLV_MD_ACCESS========CP
	  1	          1,082	            0	     0.01	      0	Abap Sql /SYCLO/CA000ST	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_HU_PACKING===========CP	/SCWM/CL_HU_PACKING===========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_HU_APPL_EWM==========CP	/SCWM/CL_HU_APPL_EWM==========CP
	  1	          1,015	            0	     0.01	      0	Abap Sql MARA	SAPLMG21	SAPLMG21
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_PACK=================CP	/SCWM/CL_PACK=================CP
	  1	            620	            0	     0.01	      0	Abap Sql T685A	CL_WB2_MB_REBATE_SETTLEMENT===CP	CL_WB2_MB_REBATE_SETTLEMENT===CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_QCUST_SEL_INT_S4=====CP	/SCWM/CL_QCUST_SEL_INT_S4=====CP
	  1	            399	            0	     0.01	      0	Abap Sql /SCDL/TLOGFIELD	/SCDL/CL_DL_LOGFNAME==========CP	/SCDL/CL_DL_LOGFNAME==========CP
	  1	            387	            0	    <0.01	      0	Fetch /SCDL/TLOGFIELD	/SCDL/CL_DL_LOGFNAME==========CP	/SCDL/CL_DL_LOGFNAME==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_QGR_CONTROL==========CP	/SCWM/CL_QGR_CONTROL==========CP
	  1	            379	            0	    <0.01	      0	Fetch TACE_ITEMTYPEL	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	            331	            0	    <0.01	      0	Abap Sql T001W	SAPLCKMLMVQUANT	SAPLCKMLMVQUANT
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SCWM/CL_QCUST_SEL============CP	/SCWM/CL_QCUST_SEL============CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH(Q)	/SCWM/CL_QCUST_SEL============CP	/SCWM/CL_QCUST_SEL============CP
	  1	            315	            0	    <0.01	      0	Abap Sql CKMLV	CL_FML_CVTYP_FACADE===========CP	CL_FML_CVTYP_FACADE===========CP
	  1	            309	            0	    <0.01	      0	Fetch FQMC_ACTIVATION	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP	CL_FCLM_QS_INFOACCOUNT_DAO_DT=CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_IM_DLV_QM_BO=========CP	/SCWM/CL_IM_DLV_QM_BO=========CP
	  1	            254	            0	    <0.01	      0	Abap Sql T001W	SAPLMCB1	SAPLMCB1
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCWM/CL_IM_DLV_WM_SAVE=======CP	/SCWM/CL_IM_DLV_WM_SAVE=======CP
	  1	            230	            0	    <0.01	      0	Abap Sql TACE_ITEMTYPES	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	              0	            0	        0	      0	DB Buffer: Fetch TABL FETCH	/SCDL/CL_BO_MANAGEMENT========CP	/SCDL/CL_BO_MANAGEMENT========CP
	  1	              1	            0	    <0.01	      0	Fetch TCLS	SAPLCTMS	SAPLCTMS
	  1	             82	            0	    <0.01	      0	Abap Sql T001K	CL_FML_ML_CURRENCY_CHECK======CP	CL_FML_ML_CURRENCY_CHECK======CP
