Hit List: Data Accesses Internal / ...

	Hits	Gross [microsec]	Net [microsec]	Gross [%]	Net [%]	Statement/Event	Program Called	Calling Program
	  2	              9	            2	    <0.01	  <0.01	Select Single FINS_ACDOC_ACT	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPMM07M	SAPMM07M
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPMM07M	SAPMM07M
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPFM07M	SAPFM07M
	  1	              5	            2	    <0.01	  <0.01	Open Cursor T685A	CL_WB2_MB_REBATE_SETTLEMENT===CP	CL_WB2_MB_REBATE_SETTLEMENT===CP
	  2	              5	            2	    <0.01	  <0.01	Close Cursor TBE32	SAPLITSR	SAPLITSR
	  1	              9	            2	    <0.01	  <0.01	Select Single TWCBCONTRTYPE	CL_WB2_ACCRUALS_BLOCK_PAYMENT=CP	CL_WB2_ACCRUALS_BLOCK_PAYMENT=CP
	  4	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	SAPLSUGS	SAPLSUGS
	  2	              9	            2	    <0.01	  <0.01	Select Single FCOC_COGS_CC	CL_FIN_CFIN_COGS_CUSTOMIZING==CP	CL_FIN_CFIN_COGS_CUSTOMIZING==CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_DAC_METERING===============CP	CL_DAC_METERING===============CP
	  1	             10	            2	    <0.01	  <0.01	Select Single T156	SAPLMBMV	SAPLMBMV
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_SWF_EVT_EVENT_MANAGER======CP	CL_SWF_EVT_EVENT_MANAGER======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_SWF_EVT_EVENT_MANAGER======CP	CL_SWF_EVT_EVENT_MANAGER======CP
	  1	              5	            2	    <0.01	  <0.01	Select Single /SCWM/TIMCBWA	/SCWM/CL_ERP_TIMBWA===========CP	/SCWM/CL_ERP_TIMBWA===========CP
	  2	             10	            2	    <0.01	  <0.01	Open Cursor FINSC_CT_DELTA	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_TRR_FEATURE_CFG=======CP	CL_FINS_TRR_FEATURE_CFG=======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	/AIF/CL_ENABLER_BGP===========CP	/AIF/CL_ENABLER_BGP===========CP
	  1	             10	            2	    <0.01	  <0.01	Open Cursor /SAPAPO/SYSDIR	/SAPAPO/SAPLCIF_GEN_MD	/SAPAPO/SAPLCIF_GEN_MD
	  3	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	/AIF/CL_DBA_RFC_CONF_SYS======CP	/AIF/CL_DBA_RFC_CONF_SYS======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	/AIF/CL_DBA_RFC_CONF_SYS======CP	/AIF/CL_DBA_RFC_CONF_SYS======CP
	  2	             10	            2	    <0.01	  <0.01	Fetch FINSC_LEDGER_REP	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_PRED_DB_ACCESS========CP	CL_FINS_PRED_DB_ACCESS========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	/SCDL/CL_ICC_CONTROL==========CP	/SCDL/CL_ICC_CONTROL==========CP
	  2	             10	            2	    <0.01	  <0.01	Open Cursor TBE34	SAPLITSR	SAPLITSR
	  1	              2	            2	    <0.01	  <0.01	Import From Shared Buffer 801MBMBD	CL_MMIM_DEBUG_CONTROL=========CP	CL_MMIM_DEBUG_CONTROL=========CP
	  1	             10	            2	    <0.01	  <0.01	Open Cursor TTYPV	CL_FINS_SUMMARIZATION_CONFIG==CP	CL_FINS_SUMMARIZATION_CONFIG==CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH(Q)	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  4	             10	            2	    <0.01	  <0.01	Close Cursor SOTR_TEXT	SAPLSOTR_DB_READ	SAPLSOTR_DB_READ
	  1	             11	            2	    <0.01	  <0.01	Open Cursor ASEXDOM	SAPLKKBL_EXT	SAPLKKBL_EXT
	  1	              2	            2	    <0.01	  <0.01	Import From Shared Buffer YYSAPLSBAL_DISPLAY 01	CL_DSH_SCREEN_ASSIGNMENT======CP	CL_DSH_SCREEN_ASSIGNMENT======CP
	  1	             11	            2	    <0.01	  <0.01	Open Cursor T8G21A	SAPLGLT2	SAPLGLT2
	  1	             11	            2	    <0.01	  <0.01	Select Single T001	SAPLFWTR	SAPLFWTR
	  1	             11	            2	    <0.01	  <0.01	Select Single SWELCFG	CL_SWF_EVT_EVENT_MANAGER======CP	CL_SWF_EVT_EVENT_MANAGER======CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	             11	            2	    <0.01	  <0.01	Open Cursor TMC2S	RMCS1000	RMCS1000
	  1	             11	            2	    <0.01	  <0.01	Select Single /SAPSLL/TLER3B	/SAPSLL/SAPLDOC_TYPES_R3	/SAPSLL/SAPLDOC_TYPES_R3
	  2	              2	            2	    <0.01	  <0.01	Import From Memory HR_MEMORY	SAPLSLVX	SAPLSLVX
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FAA_CFG_DB_ACCESS==========CP	CL_FAA_CFG_DB_ACCESS==========CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_ACDOC_PCDSUM_UTIL=====CP	CL_FINS_ACDOC_PCDSUM_UTIL=====CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_MA_DSUM_DAO===========CP	CL_FINS_MA_DSUM_DAO===========CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLGUPDCORE	SAPLGUPDCORE
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLRWIN	SAPLRWIN
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPMM07M	SAPMM07M
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_BUS_TRANS_TYPE_CAT_DB=CP	CL_FINS_BUS_TRANS_TYPE_CAT_DB=CP
	  1	             10	            2	    <0.01	  <0.01	Select Single TSECLOG_SETTINGS	SAPFS_SECLOG	SAPFS_SECLOG
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	SAPLBD22	SAPLBD22
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_BUS_TRANS_TYPE_DB=====CP	CL_FINS_BUS_TRANS_TYPE_DB=====CP
	  1	              5	            2	    <0.01	  <0.01	Fetch T007A	SAPLTAX4	SAPLTAX4
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_BUS_TRANS_TYPE_DB=====CP	CL_FINS_BUS_TRANS_TYPE_DB=====CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	RMCS1000	RMCS1000
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	SAPLFACS	SAPLFACS
	  1	             10	            2	    <0.01	  <0.01	Select Single GPD_TUSE	SAPLPEG14	SAPLPEG14
	  1	             10	            2	    <0.01	  <0.01	Select Single EVTB_EE_REG	CL_RAP_EVENT_BINDING_EE_REG===CP	CL_RAP_EVENT_BINDING_EE_REG===CP
	  1	             10	            2	    <0.01	  <0.01	Select Single SEOCLASS	SAPLSEOK	SAPLSEOK
	  1	             10	            2	    <0.01	  <0.01	Select Single T001W	SAPLFIN1	SAPLFIN1
	  1	             10	            2	    <0.01	  <0.01	Select Single TOJTB	SAPLSWOR	SAPLSWOR
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN	SAPLFINS_TRR_RWIN	SAPLFINS_TRR_RWIN
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	             10	            2	    <0.01	  <0.01	Select Single TDEVC	SAPLR3_EXTENSION_SWITCH	SAPLR3_EXTENSION_SWITCH
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Open TABL OPEN(Q)	CL_FINS_TRR_CONTROL===========CP	CL_FINS_TRR_CONTROL===========CP
	  1	             10	            2	    <0.01	  <0.01	Select Single T005	SAPLFACSCORE	SAPLFACSCORE
	  2	             10	            2	    <0.01	  <0.01	Select Single T000	SAPLGJVI_FAGL	SAPLGJVI_FAGL
	  2	              2	            2	    <0.01	  <0.01	DB Buffer: Close TABL CLOSE(Q)	CL_FIN_CFIN_COGS_SPLIT========CP	CL_FIN_CFIN_COGS_SPLIT========CP
	  1	             10	            2	    <0.01	  <0.01	Select Single T001K	SAPLCKM4	SAPLCKM4
	  1	              2	            2	    <0.01	  <0.01	DB Buffer: Get TABL GET(Q)	SAPLFACSCORE	SAPLFACSCORE
	  2	             28	            2	    <0.01	  <0.01	Select Single TFDIR	CL_ADDR_CHECK=================CP	CL_ADDR_CHECK=================CP
	  1	             28	            2	    <0.01	  <0.01	Abap Sql /IDT/D_FI_CONTRL	/IDT/INFORMATION_DESK=========CP	/IDT/INFORMATION_DESK=========CP
	  1	             29	            2	    <0.01	  <0.01	Abap Sql MDLV	SAPLMD06	SAPLMD06
	  7	             30	            2	    <0.01	  <0.01	Abap Sql FAGL_SPLIT_FIELD	CL_FAGL_SPLIT_SERVICES========CP	CL_FAGL_SPLIT_SERVICES========CP
	  3	             30	            2	    <0.01	  <0.01	Abap Sql TBE31	SAPLITSR	SAPLITSR
	  4	              3	            2	    <0.01	  <0.01	Fetch /QTYW/SORTQUAN	/QTYW/SAPLTOOLS_INTEGRATION	/QTYW/SAPLTOOLS_INTEGRATION
	  1	              3	            2	    <0.01	  <0.01	Close Cursor T002X	CL_I18N_BIDI==================CP	CL_I18N_BIDI==================CP
	  2	             31	            2	    <0.01	  <0.01	Abap Sql M	CL_FML_CURTP_ML===============CP	CL_FML_CURTP_ML===============CP
	  2	             31	            2	    <0.01	  <0.01	Abap Sql FINSC_CURTYPET	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	             34	            2	    <0.01	  <0.01	Open Cursor FINSC_LEDGER	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  4	             36	            2	    <0.01	  <0.01	Open Cursor TBD05	SAPLBD22	SAPLBD22
	  2	              3	            2	    <0.01	  <0.01	Fetch /SYCLO/YCA002D	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  3	             39	            2	    <0.01	  <0.01	Abap Sql ADCNTRYQU	SAPLSZA0	SAPLSZA0
	  2	             39	            2	    <0.01	  <0.01	Abap Sql /SYCLO/CA002	/SYCLO/CB_CORE_PERS_CA002=====CP	/SYCLO/CB_CORE_PERS_CA002=====CP
	  5	             45	            2	    <0.01	  <0.01	Abap Sql T881	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  2	             46	            2	    <0.01	  <0.01	Abap Sql V_LTDX	SAPLSKBS	SAPLSKBS
	  2	             49	            2	    <0.01	  <0.01	Abap Sql FINSC_LEDGER	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	              3	            2	    <0.01	  <0.01	Close Cursor T8G29	SAPLGLT2	SAPLGLT2
	  1	             59	            2	    <0.01	  <0.01	Abap Sql TACESYSTEVENTS	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	             62	            2	    <0.01	  <0.01	Abap Sql T001D	SAPLFACS	SAPLFACS
	  6	             69	            2	    <0.01	  <0.01	Abap Sql FMLV_EXTERNAL_CURTYPE_ML	CL_FINS_CUST_CONSISTENCY_CHECKCP	CL_FINS_CUST_CONSISTENCY_CHECKCP
	  1	              3	            2	    <0.01	  <0.01	Close Cursor T001W	SAPL0K01	SAPL0K01
	  4	            102	            2	    <0.01	  <0.01	Fetch T006	SAPLSCV0	SAPLSCV0
	  5	            102	            2	    <0.01	  <0.01	Abap Sql FINSC_LD_CMP	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	              3	            2	    <0.01	  <0.01	Close Cursor TMCEXACT	CL_MCS_SERVICES===============CP	CL_MCS_SERVICES===============CP
	  1	            138	            2	    <0.01	  <0.01	Abap Sql FINSC_CMP_VERSNC	CL_FINS_MA_DSUM_DAO===========CP	CL_FINS_MA_DSUM_DAO===========CP
	 10	            142	            2	    <0.01	  <0.01	Fetch FMLC_ERD	CL_FML_ERD_SETTINGS===========CP	CL_FML_ERD_SETTINGS===========CP
	  4	            165	            2	    <0.01	  <0.01	Abap Sql TBD05	SAPLBD22	SAPLBD22
	  2	             19	            2	    <0.01	  <0.01	Open Cursor FMLV_CKMLCT	CL_FML_CKMLCT=================CP	CL_FML_CKMLCT=================CP
	  2	             19	            2	    <0.01	  <0.01	Open Cursor FINSC_VERSN_LD	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	             19	            2	    <0.01	  <0.01	Open Cursor T001W	CL_FML_CUST_VALIDATIONS=======CP	CL_FML_CUST_VALIDATIONS=======CP
	  6	             20	            2	    <0.01	  <0.01	Open Cursor TCVPROFD	SAPLRKSR	SAPLRKSR
	  2	             20	            2	    <0.01	  <0.01	Select Single SKB1	SAPLF032	SAPLF032
	  2	             20	            2	    <0.01	  <0.01	Abap Sql TBE32	SAPLITSR	SAPLITSR
	  2	             20	            2	    <0.01	  <0.01	Abap Sql T009	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  4	             20	            2	    <0.01	  <0.01	Select Single T156B	SAPFM07M	SAPFM07M
	 17	             20	            2	    <0.01	  <0.01	Close Cursor DD07T	SAPLSDEX	SAPLSDEX
	  2	             20	            2	    <0.01	  <0.01	Select Single TFIN_FLAGS	SAPLFIN_FLAGS	SAPLFIN_FLAGS
	  4	             21	            2	    <0.01	  <0.01	Abap Sql FINSC_LD_CMP	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	             21	            2	    <0.01	  <0.01	Select Single T156SC	SAPLMBMV	SAPLMBMV
	  2	             22	            2	    <0.01	  <0.01	Select Single USR05	SAPMM07M	SAPMM07M
	  3	             22	            2	    <0.01	  <0.01	Abap Sql T000K	SAPLGLCI	SAPLGLCI
	  1	             22	            2	    <0.01	  <0.01	Open Cursor BGRFC_CUST_O_SRV	CL_BGRFC_CUSTOMIZE_OUTBOUND===CP	CL_BGRFC_CUSTOMIZE_OUTBOUND===CP
	  5	             23	            2	    <0.01	  <0.01	Open Cursor FINSC_CMP_VERSNC	CL_FINS_CO_CONFIG_MAPPING_UTILCP	CL_FINS_CO_CONFIG_MAPPING_UTILCP
	  3	             23	            2	    <0.01	  <0.01	Abap Sql TCURF	SAPLSCUN	SAPLSCUN
	  3	             24	            2	    <0.01	  <0.01	Open Cursor TTYPVA	CL_FINS_ACDOC_SUMMARIZATION===CP	CL_FINS_ACDOC_SUMMARIZATION===CP
	  2	             24	            2	    <0.01	  <0.01	Abap Sql FCML_MLCO	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	             25	            2	    <0.01	  <0.01	Abap Sql TSADVC	CL_ADDR_TD_CFG_TSADVC_ALL=====CP	CL_ADDR_TD_CFG_TSADVC_ALL=====CP
	  4	             25	            2	    <0.01	  <0.01	Open Cursor BALSUB	SAPLSBAL_SERVICE	SAPLSBAL_SERVICE
	  4	             25	            2	    <0.01	  <0.01	Select Single T030R	SAPLKONT	SAPLKONT
	  4	             26	            2	    <0.01	  <0.01	Open Cursor /SYCLO/AP001	/SMFND/CL_CORE_EXOBJ_TOOLS====CP	/SMFND/CL_CORE_EXOBJ_TOOLS====CP
	  2	             26	            2	    <0.01	  <0.01	Open Cursor /SYCLO/CA002D	/SYCLO/CB_CORE_PERS_CA002D====CP	/SYCLO/CB_CORE_PERS_CA002D====CP
	  1	             26	            2	    <0.01	  <0.01	Abap Sql FINSC_LD_CMP	SAPLFAGL_LEDGER	SAPLFAGL_LEDGER
	  1	             27	            2	    <0.01	  <0.01	Abap Sql T881	SAPLFAGL_LEDGER	SAPLFAGL_LEDGER
	  3	             27	            2	    <0.01	  <0.01	Open Cursor ADCNTRYQU	SAPLSZA0	SAPLSZA0
	  2	             28	            2	    <0.01	  <0.01	Abap Sql FAGL_TLDGRP_MAP	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	              3	            2	    <0.01	  <0.01	Close Cursor OIB_CONV_UOM	/QTYW/SAPLD1250_04	/QTYW/SAPLD1250_04
	  1	          2,251	            2	     0.03	  <0.01	Abap Sql CABNZ	SAPLCLSE	SAPLCLSE
	  1	              3	            2	    <0.01	  <0.01	Close Cursor UST12	CL_SUSR_AUTHORIZATIONS========CP	CL_SUSR_AUTHORIZATIONS========CP
	  1	          2,255	            2	     0.03	  <0.01	Abap Sql /LIME/NSERIAL	/LIME/SAPLQUERY	/LIME/SAPLQUERY
	  1	          2,332	            2	     0.03	  <0.01	Abap Sql KSML	SAPLCLSE	SAPLCLSE
	  1	          2,344	            2	     0.03	  <0.01	Abap Sql /SAPAPO/MATTXT	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	          2,363	            2	     0.03	  <0.01	Abap Sql V_MBEW_MD	SAPLMG27	SAPLMG27
	  1	          2,483	            2	     0.03	  <0.01	Abap Sql EVTB_PRODUCER	CL_RAP_EVENT_BINDING==========CP	CL_RAP_EVENT_BINDING==========CP
	  1	          2,488	            2	     0.03	  <0.01	Abap Sql NRIVSHADOW	SAPLSNR3	SAPLSNR3
	  2	          2,551	            2	     0.03	  <0.01	Abap Sql ZI_USR05	ZCL_MB_CHECK_LINE_LOGIC=======CP	ZCL_MB_CHECK_LINE_LOGIC=======CP
	  1	          2,596	            2	     0.03	  <0.01	Abap Sql /SCWM/HUHDR	/SCWM/SAPLHUSELECT	/SCWM/SAPLHUSELECT
	  2	          2,629	            2	     0.03	  <0.01	Abap Sql /SYCLO/CA002L	/SYCLO/CB_CORE_PERS_CA002L====CP	/SYCLO/CB_CORE_PERS_CA002L====CP
	  1	          2,834	            2	     0.04	  <0.01	Abap Sql ZI_JNTVNTRSUBSTITUTECOSTOBJECT	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          2,888	            2	     0.04	  <0.01	Abap Sql CABN	SAPLCLSE	SAPLCLSE
	  1	          2,992	            2	     0.04	  <0.01	Abap Sql V_MARC_MD	CL_NSDM_SELECT_MARC===========CP	CL_NSDM_SELECT_MARC===========CP
	  2	          3,002	            2	     0.04	  <0.01	Abap Sql MEAN	SAPLMG37	SAPLMG37
	  1	          3,145	            2	     0.04	  <0.01	Abap Sql CKMLPRKEPH	SAPLMLCCS_DBACCESS	SAPLMLCCS_DBACCESS
	  1	          3,159	            2	     0.04	  <0.01	Abap Sql MCHBO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          3,348	            2	     0.04	  <0.01	Abap Sql T001	CL_FIN_CFIN_CPAY_PAYT_CARD====CP	CL_FIN_CFIN_CPAY_PAYT_CARD====CP
	  5	          3,743	            2	     0.05	  <0.01	Abap Sql V_MBEW_MD	/SCWM/CL_ERP_PI_S4============CP	/SCWM/CL_ERP_PI_S4============CP
	  2	              3	            2	    <0.01	  <0.01	Fetch OIH01A	SAPFOIH2_A	SAPFOIH2_A
	  2	          3,892	            2	     0.05	  <0.01	Abap Sql ISEGO1	SAPLOIB_MM	SAPLOIB_MM
	  2	          4,451	            2	     0.06	  <0.01	Abap Sql /SAPAPO/MATKEY	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  2	          4,969	            2	     0.06	  <0.01	Fetch FINS_CO_DOCT_CC	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  2	          4,996	            2	     0.06	  <0.01	Abap Sql FINS_CO_DOCT_CC	CL_FINS_CUST_CONSISTENCY_DATA=CP	CL_FINS_CUST_CONSISTENCY_DATA=CP
	  1	          5,082	            2	     0.06	  <0.01	Abap Sql SABP_BEHV_HDLR	CL_ABAP_BEHV_EJOB=============CP	CL_ABAP_BEHV_EJOB=============CP
	  1	          6,266	            2	     0.08	  <0.01	Abap Sql MCHBHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	          6,988	            2	     0.09	  <0.01	Abap Sql /SAPAPO/MARM	/SAPAPO/SAPLDM_MATERIAL	/SAPAPO/SAPLDM_MATERIAL
	  1	          7,121	            2	     0.09	  <0.01	Abap Sql MARDHO1	SAPLOIB2_EXT_1	SAPLOIB2_EXT_1
	  1	              3	            2	    <0.01	  <0.01	Close Cursor FINSC_LD_CMP	SAPLFAGL_LEDGER	SAPLFAGL_LEDGER
	  2	            220	            2	    <0.01	  <0.01	Fetch FINSC_LD_CMP	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	              3	            2	    <0.01	  <0.01	Close Cursor FINSC_LD_CMP	CL_FCO_LEDGER_CUST_INFO=======CP	CL_FCO_LEDGER_CUST_INFO=======CP
	  1	            962	            2	     0.01	  <0.01	Abap Sql /SCDL/TLFIELDV	/SCDL/CL_DL_LOGFNAME==========CP	/SCDL/CL_DL_LOGFNAME==========CP
	  1	          1,079	            2	     0.01	  <0.01	Fetch /SYCLO/YCA000ST	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  4	              3	            2	    <0.01	  <0.01	Fetch FINSC_LEDGER	CL_FINS_ACDOC_UTIL============CP	CL_FINS_ACDOC_UTIL============CP
	  1	          1,114	            2	     0.01	  <0.01	Abap Sql /SYCLO/YCA000ST	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP	/SYCLO/CL_CORE_BOM_MOBILEAPP==CP
	  1	          1,165	            2	     0.01	  <0.01	Abap Sql TACE_ITEMTYPEC	CL_ACE_CFG_DB_BUFFER==========CP	CL_ACE_CFG_DB_BUFFER==========CP
	  1	          1,463	            2	     0.02	  <0.01	Abap Sql DD12L	RADBTDDF	RADBTDDF
	  1	          1,546	            2	     0.02	  <0.01	Abap Sql DD02T	RADBTDDF	RADBTDDF
	  1	          1,762	            2	     0.02	  <0.01	Abap Sql I_JVAGLOBALCOMPANYPARAMETER	ZCL_JVA_FI_DOC_DFTCO_IMP======CP	ZCL_JVA_FI_DOC_DFTCO_IMP======CP
	  1	          1,792	            2	     0.02	  <0.01	Abap Sql /UTGFR/T_EXTLDCO	/UTGFR/CL_DERIVE_FERCACC======CP	/UTGFR/CL_DERIVE_FERCACC======CP
	  1	          1,863	            2	     0.02	  <0.01	Abap Sql YI_INVENTORYMOVEMENT	YCL_MB_DOCUMENT_BADI==========CP	YCL_MB_DOCUMENT_BADI==========CP
	  1	          1,872	            2	     0.02	  <0.01	Abap Sql CKMLCR	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP	CL_FML_ACDOCA_M_EXTRACT_UTIL==CP
	  1	          1,886	            2	     0.02	  <0.01	Abap Sql I_GRIRPROCESSTRANSTYPEDETN	CL_FINS_GRIR_TRANS_KEY========CP	CL_FINS_GRIR_TRANS_KEY========CP
	  1	          1,894	            2	     0.02	  <0.01	Abap Sql ZDB_PSA_CCODE	ZCL_DERIVE_PSA_MAIN===========CP	ZCL_DERIVE_PSA_MAIN===========CP
	  1	          1,919	            2	     0.02	  <0.01	Abap Sql ZI_CONSTANTPARAMETERSF	ZCL_MAXIMO_RESVN_PROCESS======CP	ZCL_MAXIMO_RESVN_PROCESS======CP
	  1	          2,027	            2	     0.03	  <0.01	Abap Sql MARA	/SCWM/CL_AF_MATERIAL_S4=======CP	/SCWM/CL_AF_MATERIAL_S4=======CP
	  1	          2,029	            2	     0.03	  <0.01	Abap Sql CFIN_MIG_LOG	CL_FIN_CFIN_MIG_LOG===========CP	CL_FIN_CFIN_MIG_LOG===========CP
	 13	              3	            2	    <0.01	  <0.01	DB Buffer: Fetch TABL FETCH	SAPLCTMS	SAPLCTMS
	  1	          2,078	            2	     0.03	  <0.01	Abap Sql ZI_WRAP_SETLEAF	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP	ZCL_JVA_FI_DOC_AFTER_SPLIT_IMPCP
	  1	          2,144	            2	     0.03	  <0.01	Abap Sql DD04T	RADBTDDF	RADBTDDF
	  1	          2,181	            2	     0.03	  <0.01	Abap Sql AGR_USERS	SAPLCLPR	SAPLCLPR
	  1	          2,193	            2	     0.03	  <0.01	Abap Sql DD02L	RADBTDDF	RADBTDDF
	  2	          2,199	            2	     0.03	  <0.01	Abap Sql /SYCLO/YCA003D	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP	/SYCLO/CL_CORE_BOM_EXCHOBJ====CP
	  1	              3	            2	    <0.01	  <0.01	Open Cursor TKSVD_VRGNG	CL_K_KSVD_CONFIG==============CP	CL_K_KSVD_CONFIG==============CP
	  1	          2,201	            2	     0.03	  <0.01	Abap Sql CABNT	SAPLCLSE	SAPLCLSE
	  1	          2,243	            2	     0.03	  <0.01	Abap Sql NRIV	SAPLSNR1	SAPLSNR1
	  3	             19	            2	    <0.01	  <0.01	Abap Sql /AIF/RFC_CONF	/AIF/CL_DBA_RFC_CONF_SYS======CP	/AIF/CL_DBA_RFC_CONF_SYS======CP
